id,svg,description,score
10,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""circleGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff3333""/><stop offset=""100%"" stop-color=""#cc0000""/></linearGradient><linearGradient id=""squareGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#3333ff""/><stop offset=""100%"" stop-color=""#0000cc""/></linearGradient></defs><circle cx=""128"" cy=""128"" r=""100"" fill=""url(#circleGradient)"" stroke=""#990000"" stroke-width=""4"" opacity=""0.9""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""url(#squareGradient)"" stroke=""#000099"" stroke-width=""3"" opacity=""0.9""/></svg>",neon green hexagons with dotted charcoal borders,0.4071097461022467
11,"<svg viewBox=""0 0 400 300"" width=""400"" height=""300""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FF6B6B""/><stop offset=""50%"" stop-color=""#FF8E53""/><stop offset=""100%"" stop-color=""#4ECDC4""/></linearGradient><linearGradient id=""oceanGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#4ECDC4""/><stop offset=""100%"" stop-color=""#1A535C""/></linearGradient></defs><rect x=""0"" y=""0"" width=""400"" height=""200"" fill=""url(#skyGradient)""/><circle cx=""200"" cy=""150"" r=""40"" fill=""#FFE66D""/><rect x=""0"" y=""200"" width=""400"" height=""100"" fill=""url(#oceanGradient)""/><g fill=""#1A1A1A""><rect x=""50"" y=""180"" width=""8"" height=""60""/><polygon points=""30,180 78,180 54,140""/><polygon points=""40,160 68,160 54,130""/><rect x=""350"" y=""180"" width=""8"" height=""60""/><polygon points=""330,180 378,180 354,140""/><polygon points=""340,160 368,160 354,130""/></g><ellipse cx=""200"" cy=""200"" rx=""60"" ry=""15"" fill=""#FFE66D"" opacity=""0.6""/></svg>",burnt sienna waves alternating with mustard yellow squares,0.4404434085526281
12,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""skyGradient"" x1=""0%"" y1=""0%"" x2=""0%"" y2=""100%""><stop offset=""0%"" stop-color=""#87CEEB""/><stop offset=""100%"" stop-color=""#1E90FF""/></linearGradient><radialGradient id=""sunGradient"" cx=""50%"" cy=""50%"" r=""50%"" fx=""50%"" fy=""50%""><stop offset=""0%"" stop-color=""#FFD700""/><stop offset=""100%"" stop-color=""#FF8C00""/></radialGradient></defs><rect width=""256"" height=""256"" fill=""url(#skyGradient)""/><circle cx=""64"" cy=""64"" r=""40"" fill=""url(#sunGradient)""/><polygon points=""0,256 80,160 160,200 256,120 256,256"" fill=""#2E8B57"" opacity=""0.8""/><polygon points=""0,256 40,180 120,220 200,140 256,180 256,256"" fill=""#228B22""/><ellipse cx=""128"" cy=""220"" rx=""100"" ry=""30"" fill=""#4682B4"" opacity=""0.7""/><g transform=""translate(40, 180) scale(0.8)""><rect x=""15"" y=""30"" width=""10"" height=""30"" fill=""#8B4513""/><polygon points=""20,0 0,30 40,30"" fill=""#006400""/></g><g transform=""translate(180, 170) scale(0.9)""><rect x=""15"" y=""30"" width=""10"" height=""30"" fill=""#8B4513""/><polygon points=""20,0 0,30 40,30"" fill=""#006400""/><polygon points=""20,10 5,25 35,25"" fill=""#006400""/></g><ellipse cx=""64"" cy=""220"" rx=""20"" ry=""5"" fill=""#FFD700"" opacity=""0.5""/></svg>",cobalt blue circles on a gradient slate background,0.4838206858068309
13,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><circle cx=""128"" cy=""128"" r=""60"" fill=""red""/><rect x=""98"" y=""98"" width=""60"" height=""60"" fill=""blue""/></svg>",overlapping triangles in copper and charcoal,0.38008708375427597
14,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 200 200"" width=""200"" height=""200""><defs><linearGradient id=""grad1"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#4b6cb7""/><stop offset=""100%"" stop-color=""#182848""/></linearGradient><radialGradient id=""grad2"" cx=""50%"" cy=""50%"" r=""50%"" fx=""50%"" fy=""50%""><stop offset=""0%"" stop-color=""#f5f7fa""/><stop offset=""100%"" stop-color=""#c3cfe2""/></radialGradient></defs><rect width=""200"" height=""200"" fill=""url(#grad1)""/><g transform=""translate(100, 100)""><circle cx=""0"" cy=""0"" r=""60"" fill=""url(#grad2)"" stroke=""#ffffff"" stroke-width=""2""/><polygon points=""-30,-30 30,-30 0,30"" fill=""#e74c3c"" opacity=""0.8"" transform=""rotate(30)""/><rect x=""-20"" y=""-20"" width=""40"" height=""40"" fill=""#2ecc71"" opacity=""0.8"" transform=""rotate(45)""/><line x1=""-50"" y1=""0"" x2=""50"" y2=""0"" stroke=""#f1c40f"" stroke-width=""3""/><line x1=""0"" y1=""-50"" x2=""0"" y2=""50"" stroke=""#f1c40f"" stroke-width=""3""/></g><ellipse cx=""160"" cy=""40"" rx=""20"" ry=""10"" fill=""#9b59b6"" opacity=""0.7"" transform=""rotate(-15, 160, 40)""/></svg>",staggered grid of olive and coral ovals,0.4781962076699577
15,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 200 200"" width=""200"" height=""200""><defs><linearGradient id=""grad1"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#4b6cb7""/><stop offset=""100%"" stop-color=""#182848""/></linearGradient><radialGradient id=""grad2"" cx=""50%"" cy=""50%"" r=""50%"" fx=""50%"" fy=""50%""><stop offset=""0%"" stop-color=""#f5f7fa""/><stop offset=""100%"" stop-color=""#c3cfe2""/></radialGradient></defs><rect width=""200"" height=""200"" fill=""url(#grad1)""/><g transform=""translate(100, 100)""><circle cx=""0"" cy=""0"" r=""60"" fill=""url(#grad2)"" stroke=""#ffffff"" stroke-width=""3"" opacity=""0.9""/><polygon points=""-30,-30 30,-30 0,30"" fill=""#e1f5fe"" transform=""rotate(45)""/><g transform=""rotate(30)""><rect x=""-15"" y=""-15"" width=""30"" height=""30"" rx=""5"" fill=""#ff7043"" opacity=""0.8""/><line x1=""-25"" y1=""0"" x2=""25"" y2=""0"" stroke=""#ffffff"" stroke-width=""2""/><line x1=""0"" y1=""-25"" x2=""0"" y2=""25"" stroke=""#ffffff"" stroke-width=""2""/></g><ellipse cx=""0"" cy=""-80"" rx=""20"" ry=""10"" fill=""#f8bbd0"" opacity=""0.7""/><ellipse cx=""0"" cy=""80"" rx=""20"" ry=""10"" fill=""#f8bbd0"" opacity=""0.7""/><ellipse cx=""-80"" cy=""0"" rx=""10"" ry=""20"" fill=""#f8bbd0"" opacity=""0.7""/><ellipse cx=""80"" cy=""0"" rx=""10"" ry=""20"" fill=""#f8bbd0"" opacity=""0.7""/></g><polyline points=""20,20 50,50 80,30 110,70 140,40 170,90"" stroke=""#ffffff"" stroke-width=""2"" fill=""none"" opacity=""0.6""/></svg>",indigo stripes intersecting at 45-degree angles,0.48914208094375405
16,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 200 200"" width=""200"" height=""200""><defs><linearGradient id=""skyGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#87CEEB""/><stop offset=""100%"" stop-color=""#1E90FF""/></linearGradient><radialGradient id=""sunGradient"" cx=""50%"" cy=""50%"" r=""50%"" fx=""50%"" fy=""50%""><stop offset=""0%"" stop-color=""#FFD700""/><stop offset=""100%"" stop-color=""#FF8C00""/></radialGradient></defs><rect x=""0"" y=""0"" width=""200"" height=""200"" fill=""url(#skyGradient)""/><circle cx=""150"" cy=""50"" r=""30"" fill=""url(#sunGradient)""/><polygon points=""0,200 50,120 100,160 150,80 200,200"" fill=""#2E8B57"" opacity=""0.8""/><ellipse cx=""100"" cy=""180"" rx=""80"" ry=""30"" fill=""#4682B4"" opacity=""0.7""/><g transform=""translate(30, 130)""><rect x=""0"" y=""0"" width=""8"" height=""30"" fill=""#8B4513""/><polygon points=""-15,0 23,0 4,-40"" fill=""#228B22""/></g><g transform=""translate(70, 140)""><rect x=""0"" y=""0"" width=""6"" height=""25"" fill=""#8B4513""/><polygon points=""-12,0 18,0 3,-35"" fill=""#228B22""/></g><g opacity=""0.9""><ellipse cx=""40"" cy=""40"" rx=""20"" ry=""15"" fill=""white""/><ellipse cx=""60"" cy=""40"" rx=""15"" ry=""10"" fill=""white""/><ellipse cx=""30"" cy=""50"" rx=""10"" ry=""5"" fill=""white""/></g><g transform=""translate(100, 30)"" opacity=""0.9""><ellipse cx=""0"" cy=""0"" rx=""15"" ry=""10"" fill=""white""/><ellipse cx=""20"" cy=""0"" rx=""10"" ry=""7"" fill=""white""/><ellipse cx=""10"" cy=""10"" rx=""8"" ry=""5"" fill=""white""/></g></svg>",radial burst of lavender and gold diamonds,0.39079785590978217
17,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""circleGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff3333""/><stop offset=""100%"" stop-color=""#cc0000""/></linearGradient><linearGradient id=""squareGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#3333ff""/><stop offset=""100%"" stop-color=""#0000cc""/></linearGradient></defs><circle cx=""128"" cy=""128"" r=""100"" fill=""url(#circleGradient)"" stroke=""#990000"" stroke-width=""4""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""url(#squareGradient)"" stroke=""#000099"" stroke-width=""3""/></svg>",emerald zigzags above a field of sandy dots,0.37423739801528605
18,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""redGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff0000""/><stop offset=""100%"" stop-color=""#cc0000""/></linearGradient><linearGradient id=""blueGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#0000ff""/><stop offset=""100%"" stop-color=""#0000cc""/></linearGradient></defs><circle cx=""128"" cy=""128"" r=""100"" fill=""url(#redGradient)"" stroke=""#990000"" stroke-width=""4""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""url(#blueGradient)"" stroke=""#000099"" stroke-width=""4""/></svg>",tessellation of burnt orange and mint rhombuses,0.4567587472145231
19,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""circleGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff3333""/><stop offset=""100%"" stop-color=""#cc0000""/></linearGradient><linearGradient id=""squareGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#3333ff""/><stop offset=""100%"" stop-color=""#0000cc""/></linearGradient></defs><circle cx=""128"" cy=""128"" r=""100"" fill=""url(#circleGradient)"" stroke=""#990000"" stroke-width=""4""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""url(#squareGradient)"" stroke=""#000099"" stroke-width=""2""/></svg>",cerulean chevrons on a cream linen texture,0.4446251676048789
20,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><circle cx=""128"" cy=""128"" r=""60"" fill=""red""/><rect x=""98"" y=""98"" width=""60"" height=""60"" fill=""blue""/></svg>",Emerald hexagons with crosshatched patterns on a pale peach background,0.33058714690509056
21,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""circleGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff0000""/><stop offset=""100%"" stop-color=""#cc0000""/></linearGradient><linearGradient id=""squareGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#0000ff""/><stop offset=""100%"" stop-color=""#0000cc""/></linearGradient></defs><circle cx=""128"" cy=""128"" r=""100"" fill=""url(#circleGradient)"" stroke=""#990000"" stroke-width=""4""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""url(#squareGradient)"" stroke=""#000099"" stroke-width=""4""/></svg>",Sapphire circles overlapping mustard yellow triangles in diagonal rows,0.3976626169703495
22,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""circleGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff0000""/><stop offset=""100%"" stop-color=""#cc0000""/></linearGradient><linearGradient id=""squareGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#0000ff""/><stop offset=""100%"" stop-color=""#0000cc""/></linearGradient></defs><circle cx=""128"" cy=""128"" r=""100"" fill=""url(#circleGradient)"" stroke=""#990000"" stroke-width=""4""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""url(#squareGradient)"" stroke=""#000099"" stroke-width=""2"" rx=""5""/></svg>",Charcoal gray herringbone weave under a gradient sky of lilac to slate,0.29214890915852365
23,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""circleGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff0000""/><stop offset=""100%"" stop-color=""#cc0000""/></linearGradient><linearGradient id=""squareGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#0000ff""/><stop offset=""100%"" stop-color=""#0000cc""/></linearGradient></defs><circle cx=""128"" cy=""128"" r=""100"" fill=""url(#circleGradient)"" stroke=""#990000"" stroke-width=""4""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""url(#squareGradient)"" stroke=""#000099"" stroke-width=""4""/></svg>",Brass squares arranged in concentric diamond formation with perforated edges,0.4119617094865844
24,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 200 200"" width=""200"" height=""200""><defs><linearGradient id=""gradient1"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#4b6cb7""/><stop offset=""100%"" stop-color=""#182848""/></linearGradient><radialGradient id=""gradient2"" cx=""50%"" cy=""50%"" r=""50%"" fx=""50%"" fy=""50%""><stop offset=""0%"" stop-color=""#ff7e5f""/><stop offset=""100%"" stop-color=""#feb47b""/></radialGradient></defs><rect x=""0"" y=""0"" width=""200"" height=""200"" fill=""url(#gradient1)""/><g transform=""translate(100, 100)""><circle cx=""0"" cy=""0"" r=""60"" fill=""url(#gradient2)"" stroke=""#ffffff"" stroke-width=""3""/><polygon points=""-30,-30 30,-30 0,30"" fill=""#ffffff"" opacity=""0.8""/></g><line x1=""20"" y1=""20"" x2=""180"" y2=""20"" stroke=""#ffffff"" stroke-width=""2"" opacity=""0.6""/><line x1=""20"" y1=""180"" x2=""180"" y2=""180"" stroke=""#ffffff"" stroke-width=""2"" opacity=""0.6""/><ellipse cx=""160"" cy=""40"" rx=""15"" ry=""10"" fill=""#ffffff"" opacity=""0.7""/></svg>",Cobalt blue stripes intersecting with scattered crimson dots,0.33965221588088446
25,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><circle cx=""128"" cy=""128"" r=""100"" fill=""#ff0000"" stroke=""#000000"" stroke-width=""2""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""#0000ff"" stroke=""#000000"" stroke-width=""2""/></svg>",Burnt umber waves above a copper mesh backdrop,0.37595225578213287
26,"<svg viewBox=""0 0 800 600"" width=""800"" height=""600""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#ff7e5f""/><stop offset=""100%"" stop-color=""#feb47b""/></linearGradient><linearGradient id=""waterGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#6dd5ed""/><stop offset=""100%"" stop-color=""#2193b0""/></linearGradient></defs><rect x=""0"" y=""0"" width=""800"" height=""300"" fill=""url(#skyGradient)""/><circle cx=""700"" cy=""100"" r=""50"" fill=""#ffcc00""/><polygon points=""0,300 200,100 400,300"" fill=""#5a3d2b""/><polygon points=""200,300 400,150 600,300"" fill=""#3a2718""/><polygon points=""400,300 600,200 800,300"" fill=""#2d1e12""/><rect x=""0"" y=""300"" width=""800"" height=""300"" fill=""url(#waterGradient)""/><polygon points=""0,300 200,500 400,300"" fill=""#5a3d2b"" opacity=""0.4""/><polygon points=""200,300 400,450 600,300"" fill=""#3a2718"" opacity=""0.4""/><polygon points=""400,300 600,400 800,300"" fill=""#2d1e12"" opacity=""0.4""/><ellipse cx=""700"" cy=""300"" rx=""60"" ry=""20"" fill=""#ffcc00"" opacity=""0.5""/></svg>",Olive green chevrons layered over a slate blue oval,0.5269665046153083
27,"<svg viewBox=""0 0 800 500"" width=""800"" height=""500""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FF7F50""/><stop offset=""100%"" stop-color=""#FF4500""/></linearGradient><linearGradient id=""waterGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#4682B4""/><stop offset=""100%"" stop-color=""#1E90FF""/></linearGradient></defs><rect x=""0"" y=""0"" width=""800"" height=""500"" fill=""url(#skyGradient)""/><circle cx=""700"" cy=""100"" r=""60"" fill=""#FFD700""/><polygon points=""0,500 200,200 400,300 600,100 800,500"" fill=""#2F4F4F"" opacity=""0.8""/><polygon points=""0,500 100,300 300,400 500,200 800,500"" fill=""#556B2F"" opacity=""0.8""/><path d=""M0,400 Q200,350 400,400 Q600,450 800,400 L800,500 L0,500 Z"" fill=""url(#waterGradient)""/><path d=""M650,450 Q700,400 750,450"" stroke=""#FFD700"" stroke-width=""3"" fill=""none""/><path d=""M600,470 Q700,430 800,470"" stroke=""#FFD700"" stroke-width=""2"" fill=""none"" opacity=""0.7""/></svg>",Golden rhombuses embedded in a slate gray honeycomb grid,0.4261623187522225
28,"<svg viewBox=""0 0 400 300"" width=""400"" height=""300""><defs><linearGradient id=""sky"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FF6B6B""/><stop offset=""30%"" stop-color=""#FF8E53""/><stop offset=""60%"" stop-color=""#FFD166""/><stop offset=""100%"" stop-color=""#4ECDC4""/></linearGradient><linearGradient id=""ocean"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#4ECDC4""/><stop offset=""100%"" stop-color=""#1A535C""/></linearGradient></defs><rect x=""0"" y=""0"" width=""400"" height=""200"" fill=""url(#sky)""/><circle cx=""200"" cy=""150"" r=""40"" fill=""#FFD166""/><rect x=""0"" y=""200"" width=""400"" height=""100"" fill=""url(#ocean)""/><g fill=""#1A535C""><rect x=""50"" y=""150"" width=""10"" height=""50""/><polygon points=""30,150 80,150 55,120""/><polygon points=""40,130 70,130 55,100""/><rect x=""340"" y=""150"" width=""10"" height=""50""/><polygon points=""320,150 370,150 345,120""/><polygon points=""330,130 360,130 345,100""/></g><ellipse cx=""200"" cy=""200"" rx=""50"" ry=""15"" fill=""#FFD166"" opacity=""0.4""/><g fill=""none"" stroke=""#1A535C"" stroke-width=""2""><path d=""M0,220 Q50,210 100,220 T200,220 T300,220 T400,220"" opacity=""0.6""/><path d=""M0,240 Q50,230 100,240 T200,240 T300,240 T400,240"" opacity=""0.4""/></g></svg>",Turquoise pinstripes alternating with matte black rectangles,0.5278646444644745
