id,svg
18,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""circleGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff3333""/><stop offset=""100%"" stop-color=""#cc0000""/></linearGradient><linearGradient id=""squareGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#3333ff""/><stop offset=""100%"" stop-color=""#0000cc""/></linearGradient></defs><circle cx=""128"" cy=""128"" r=""100"" fill=""url(#circleGradient)"" stroke=""#990000"" stroke-width=""4""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""url(#squareGradient)"" stroke=""#000099"" stroke-width=""2""/></svg>"
30,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><circle cx=""128"" cy=""128"" r=""60"" fill=""red""/><rect x=""98"" y=""98"" width=""60"" height=""60"" fill=""blue""/></svg>"
21,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""circleGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff0000""/><stop offset=""100%"" stop-color=""#cc0000""/></linearGradient><linearGradient id=""squareGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#0000ff""/><stop offset=""100%"" stop-color=""#0000cc""/></linearGradient></defs><circle cx=""128"" cy=""128"" r=""100"" fill=""url(#circleGradient)"" stroke=""#990000"" stroke-width=""4""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""url(#squareGradient)"" stroke=""#000099"" stroke-width=""4""/></svg>"
26,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""circleGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff0000""/><stop offset=""100%"" stop-color=""#cc0000""/></linearGradient><linearGradient id=""squareGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#0000ff""/><stop offset=""100%"" stop-color=""#0000cc""/></linearGradient></defs><circle cx=""128"" cy=""128"" r=""100"" fill=""url(#circleGradient)"" stroke=""#990000"" stroke-width=""4""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""url(#squareGradient)"" stroke=""#000099"" stroke-width=""2"" rx=""5""/></svg>"
28,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""circleGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff0000""/><stop offset=""100%"" stop-color=""#cc0000""/></linearGradient><linearGradient id=""squareGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#0000ff""/><stop offset=""100%"" stop-color=""#0000cc""/></linearGradient></defs><circle cx=""128"" cy=""128"" r=""100"" fill=""url(#circleGradient)"" stroke=""#990000"" stroke-width=""4""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""url(#squareGradient)"" stroke=""#000099"" stroke-width=""4""/></svg>"
19,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 200 200"" width=""200"" height=""200""><defs><linearGradient id=""gradient1"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#4b6cb7""/><stop offset=""100%"" stop-color=""#182848""/></linearGradient><radialGradient id=""gradient2"" cx=""50%"" cy=""50%"" r=""50%"" fx=""50%"" fy=""50%""><stop offset=""0%"" stop-color=""#ff7e5f""/><stop offset=""100%"" stop-color=""#feb47b""/></radialGradient></defs><rect x=""0"" y=""0"" width=""200"" height=""200"" fill=""url(#gradient1)""/><g transform=""translate(100, 100)""><circle cx=""0"" cy=""0"" r=""60"" fill=""url(#gradient2)"" stroke=""#ffffff"" stroke-width=""3""/><polygon points=""-30,-30 30,-30 0,30"" fill=""#ffffff"" opacity=""0.8""/></g><line x1=""20"" y1=""20"" x2=""180"" y2=""20"" stroke=""#ffffff"" stroke-width=""2"" opacity=""0.6""/><line x1=""20"" y1=""180"" x2=""180"" y2=""180"" stroke=""#ffffff"" stroke-width=""2"" opacity=""0.6""/><ellipse cx=""160"" cy=""40"" rx=""15"" ry=""10"" fill=""#ffffff"" opacity=""0.7""/></svg>"
32,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><circle cx=""128"" cy=""128"" r=""100"" fill=""#ff0000"" stroke=""#000000"" stroke-width=""2""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""#0000ff"" stroke=""#000000"" stroke-width=""2""/></svg>"
23,"<svg viewBox=""0 0 800 600"" width=""800"" height=""600""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#ff7e5f""/><stop offset=""100%"" stop-color=""#feb47b""/></linearGradient><linearGradient id=""waterGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#6dd5ed""/><stop offset=""100%"" stop-color=""#2193b0""/></linearGradient></defs><rect x=""0"" y=""0"" width=""800"" height=""300"" fill=""url(#skyGradient)""/><circle cx=""700"" cy=""100"" r=""50"" fill=""#ffcc00""/><polygon points=""0,300 200,100 400,300"" fill=""#5a3d2b""/><polygon points=""200,300 400,150 600,300"" fill=""#3a2718""/><polygon points=""400,300 600,200 800,300"" fill=""#2d1e12""/><rect x=""0"" y=""300"" width=""800"" height=""300"" fill=""url(#waterGradient)""/><polygon points=""0,300 200,500 400,300"" fill=""#5a3d2b"" opacity=""0.4""/><polygon points=""200,300 400,450 600,300"" fill=""#3a2718"" opacity=""0.4""/><polygon points=""400,300 600,400 800,300"" fill=""#2d1e12"" opacity=""0.4""/><ellipse cx=""700"" cy=""300"" rx=""60"" ry=""20"" fill=""#ffcc00"" opacity=""0.5""/></svg>"
27,"<svg viewBox=""0 0 800 500"" width=""800"" height=""500""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FF7F50""/><stop offset=""100%"" stop-color=""#FF4500""/></linearGradient><linearGradient id=""waterGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#4682B4""/><stop offset=""100%"" stop-color=""#1E90FF""/></linearGradient></defs><rect x=""0"" y=""0"" width=""800"" height=""500"" fill=""url(#skyGradient)""/><circle cx=""700"" cy=""100"" r=""60"" fill=""#FFD700""/><polygon points=""0,500 200,200 400,300 600,100 800,500"" fill=""#2F4F4F"" opacity=""0.8""/><polygon points=""0,500 100,300 300,400 500,200 800,500"" fill=""#556B2F"" opacity=""0.8""/><path d=""M0,400 Q200,350 400,400 Q600,450 800,400 L800,500 L0,500 Z"" fill=""url(#waterGradient)""/><path d=""M650,450 Q700,400 750,450"" stroke=""#FFD700"" stroke-width=""3"" fill=""none""/><path d=""M600,470 Q700,430 800,470"" stroke=""#FFD700"" stroke-width=""2"" fill=""none"" opacity=""0.7""/></svg>"
24,"<svg viewBox=""0 0 400 300"" width=""400"" height=""300""><defs><linearGradient id=""sky"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FF6B6B""/><stop offset=""30%"" stop-color=""#FF8E53""/><stop offset=""60%"" stop-color=""#FFD166""/><stop offset=""100%"" stop-color=""#4ECDC4""/></linearGradient><linearGradient id=""ocean"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#4ECDC4""/><stop offset=""100%"" stop-color=""#1A535C""/></linearGradient></defs><rect x=""0"" y=""0"" width=""400"" height=""200"" fill=""url(#sky)""/><circle cx=""200"" cy=""150"" r=""40"" fill=""#FFD166""/><rect x=""0"" y=""200"" width=""400"" height=""100"" fill=""url(#ocean)""/><g fill=""#1A535C""><rect x=""50"" y=""150"" width=""10"" height=""50""/><polygon points=""30,150 80,150 55,120""/><polygon points=""40,130 70,130 55,100""/><rect x=""340"" y=""150"" width=""10"" height=""50""/><polygon points=""320,150 370,150 345,120""/><polygon points=""330,130 360,130 345,100""/></g><ellipse cx=""200"" cy=""200"" rx=""50"" ry=""15"" fill=""#FFD166"" opacity=""0.4""/><g fill=""none"" stroke=""#1A535C"" stroke-width=""2""><path d=""M0,220 Q50,210 100,220 T200,220 T300,220 T400,220"" opacity=""0.6""/><path d=""M0,240 Q50,230 100,240 T200,240 T300,240 T400,240"" opacity=""0.4""/></g></svg>"
25,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 200 200"" width=""200"" height=""200""><defs><linearGradient id=""grad1"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#4b6cb7""/><stop offset=""100%"" stop-color=""#182848""/></linearGradient><radialGradient id=""grad2"" cx=""50%"" cy=""50%"" r=""50%"" fx=""50%"" fy=""50%""><stop offset=""0%"" stop-color=""#f8ff00""/><stop offset=""100%"" stop-color=""#3ad59f""/></radialGradient></defs><rect width=""200"" height=""200"" fill=""url(#grad1)"" opacity=""0.9""/><g transform=""translate(100, 100)""><circle cx=""0"" cy=""0"" r=""40"" fill=""url(#grad2)"" stroke=""#ffffff"" stroke-width=""2""/><polygon points=""-30,-15 0,30 30,-15"" fill=""#ffffff"" opacity=""0.8"" transform=""rotate(30)""/><g transform=""rotate(45) translate(60, 0)""><rect x=""-10"" y=""-10"" width=""20"" height=""20"" fill=""#ff6b6b"" transform=""rotate(45)""/><line x1=""-15"" y1=""0"" x2=""15"" y2=""0"" stroke=""#ffffff"" stroke-width=""2""/><line x1=""0"" y1=""-15"" x2=""0"" y2=""15"" stroke=""#ffffff"" stroke-width=""2""/></g><g transform=""rotate(-45) translate(60, 0)""><ellipse cx=""0"" cy=""0"" rx=""12"" ry=""8"" fill=""#ffffff"" opacity=""0.7""/><line x1=""-12"" y1=""0"" x2=""12"" y2=""0"" stroke=""#ff6b6b"" stroke-width=""1.5""/></g></g><polyline points=""20,20 50,50 80,30 120,70 160,40 180,80"" fill=""none"" stroke=""#ffffff"" stroke-width=""1.5"" opacity=""0.6""/></svg>"
