id,svg,description,score
10,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""curtainGradient"" x1=""0"" y1=""0"" x2=""1"" y2=""0""><stop offset=""0%"" stop-color=""#006400""/><stop offset=""100%"" stop-color=""#004d00""/></linearGradient><linearGradient id=""goldGradient"" x1=""0"" y1=""0"" x2=""1"" y2=""0""><stop offset=""0%"" stop-color=""#FFD700""/><stop offset=""100%"" stop-color=""#DAA520""/></linearGradient></defs><rect x=""0"" y=""0"" width=""256"" height=""256"" fill=""url(#curtainGradient)""/><g transform=""translate(50, 50)""><polygon points=""20,0 40,20 40,180 20,200 0,180 0,20"" fill=""url(#goldGradient)"" stroke=""#DAA520"" stroke-width=""2""/><polygon points=""60,0 80,20 80,180 60,200 40,180 40,20"" fill=""url(#goldGradient)"" stroke=""#DAA520"" stroke-width=""2""/><polygon points=""100,0 120,20 120,180 100,200 80,180 80,20"" fill=""url(#goldGradient)"" stroke=""#DAA520"" stroke-width=""2""/><polygon points=""140,0 160,20 160,180 140,200 120,180 120,20"" fill=""url(#goldGradient)"" stroke=""#DAA520"" stroke-width=""2""/></g></svg>",a golden sunset casting long shadows over a desert dune,0.38945776629512663
11,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""dawnSky"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FFE4E1""/><stop offset=""100%"" stop-color=""#FFC0CB""/></linearGradient></defs><rect width=""256"" height=""256"" fill=""url(#dawnSky)""/><g fill=""#E0FFFF"" stroke=""#B0E0E6"" stroke-width=""2""><polygon points=""50,200 60,100 70,200""/><polygon points=""55,200 65,120 75,200""/><polygon points=""120,200 130,80 140,200""/><polygon points=""125,200 135,100 145,200""/><polygon points=""190,200 200,60 210,200""/><polygon points=""195,200 205,90 215,200""/></g><g fill=""#F0FFFF"" opacity=""0.8""><circle cx=""30"" cy=""230"" r=""5""/><circle cx=""80"" cy=""240"" r=""7""/><circle cx=""150"" cy=""235"" r=""6""/><circle cx=""200"" cy=""245"" r=""8""/><circle cx=""220"" cy=""230"" r=""5""/></g></svg>",emerald green velvet curtains with intricate gold embroidery,0.30122764251234196
12,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""sapphire"" x1=""0"" y1=""0"" x2=""1"" y2=""1""><stop offset=""0%"" stop-color=""#0F52BA""/><stop offset=""100%"" stop-color=""#003366""/></linearGradient><linearGradient id=""amber"" x1=""0"" y1=""0"" x2=""1"" y2=""1""><stop offset=""0%"" stop-color=""#FFBF00""/><stop offset=""100%"" stop-color=""#FF7E00""/></linearGradient></defs><g transform=""rotate(45 128 128)""><rect x=""0"" y=""0"" width=""128"" height=""128"" fill=""url(#sapphire)""/><rect x=""128"" y=""0"" width=""128"" height=""128"" fill=""url(#amber)""/><rect x=""0"" y=""128"" width=""128"" height=""128"" fill=""url(#amber)""/><rect x=""128"" y=""128"" width=""128"" height=""128"" fill=""url(#sapphire)""/></g><g transform=""rotate(-45 128 128)""><rect x=""0"" y=""0"" width=""128"" height=""128"" fill=""url(#amber)""/><rect x=""128"" y=""0"" width=""128"" height=""128"" fill=""url(#sapphire)""/><rect x=""0"" y=""128"" width=""128"" height=""128"" fill=""url(#sapphire)""/><rect x=""128"" y=""128"" width=""128"" height=""128"" fill=""url(#amber)""/></g></svg>",a turquoise river winding through a dense forest,0.39726691453893015
13,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#a3b1c6""/><stop offset=""100%"" stop-color=""#d1d8e0""/></linearGradient></defs><rect width=""256"" height=""256"" fill=""url(#skyGradient)""/><rect x=""0"" y=""150"" width=""256"" height=""106"" fill=""#6b8ea3""/><ellipse cx=""128"" cy=""150"" rx=""200"" ry=""30"" fill=""#ffffff"" opacity=""0.5""/><g transform=""translate(0, 100)""><polygon points=""20,150 40,50 60,150"" fill=""#2d5a27""/><rect x=""35"" y=""150"" width=""10"" height=""30"" fill=""#5a3a22""/><polygon points=""100,150 120,30 140,150"" fill=""#2d5a27""/><rect x=""115"" y=""150"" width=""10"" height=""40"" fill=""#5a3a22""/><polygon points=""180,150 200,70 220,150"" fill=""#2d5a27""/><rect x=""195"" y=""150"" width=""10"" height=""30"" fill=""#5a3a22""/></g></svg>",charcoal gray suede boots with brass buckles,0.29531473281427384
14,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><radialGradient id=""amberGradient"" cx=""50%"" cy=""50%"" r=""50%"" fx=""50%"" fy=""50%""><stop offset=""0%"" stop-color=""#FFBF00""/><stop offset=""100%"" stop-color=""#FF7F00""/></radialGradient><radialGradient id=""sapphireGradient"" cx=""50%"" cy=""50%"" r=""50%"" fx=""50%"" fy=""50%""><stop offset=""0%"" stop-color=""#0F52BA""/><stop offset=""100%"" stop-color=""#00308F""/></radialGradient></defs><g transform=""rotate(-30 128 128)""><rect x=""0"" y=""0"" width=""256"" height=""256"" fill=""url(#amberGradient)""/><g transform=""rotate(45 128 128)""><polygon points=""128,0 256,128 128,256 0,128"" fill=""url(#sapphireGradient)"" opacity=""0.7""/><polygon points=""64,64 192,64 192,192 64,192"" fill=""url(#amberGradient)"" opacity=""0.7"" transform=""rotate(45 128 128)""/><polygon points=""96,96 160,96 160,160 96,160"" fill=""url(#sapphireGradient)"" opacity=""0.7"" transform=""rotate(45 128 128)""/></g></g><circle cx=""128"" cy=""128"" r=""50"" fill=""url(#sapphireGradient)"" opacity=""0.8""/><circle cx=""128"" cy=""128"" r=""30"" fill=""url(#amberGradient)"" opacity=""0.8""/></svg>",a mosaic of sapphire and amber tiles forming a swirling pattern,0.4952216376193026
15,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""50"" y=""150"" width=""156"" height=""60"" fill=""#8B0000"" stroke=""#8B0000"" stroke-width=""2""/><rect x=""60"" y=""140"" width=""136"" height=""10"" fill=""#8B0000"" stroke=""#8B0000"" stroke-width=""2""/><polygon points=""50,150 206,150 206,80 180,50 76,50 50,80"" fill=""#8B0000"" stroke=""#8B0000"" stroke-width=""2""/><rect x=""50"" y=""80"" width=""10"" height=""70"" fill=""#8B0000"" stroke=""#8B0000"" stroke-width=""2""/><rect x=""196"" y=""80"" width=""10"" height=""70"" fill=""#8B0000"" stroke=""#8B0000"" stroke-width=""2""/><g fill=""#B8860B"" stroke=""#B8860B"" stroke-width=""1""><circle cx=""60"" cy=""160"" r=""2""/><circle cx=""100"" cy=""160"" r=""2""/><circle cx=""140"" cy=""160"" r=""2""/><circle cx=""180"" cy=""160"" r=""2""/><circle cx=""60"" cy=""190"" r=""2""/><circle cx=""100"" cy=""190"" r=""2""/><circle cx=""140"" cy=""190"" r=""2""/><circle cx=""180"" cy=""190"" r=""2""/><circle cx=""60"" cy=""100"" r=""2""/><circle cx=""100"" cy=""100"" r=""2""/><circle cx=""140"" cy=""100"" r=""2""/><circle cx=""180"" cy=""100"" r=""2""/><circle cx=""60"" cy=""130"" r=""2""/><circle cx=""100"" cy=""130"" r=""2""/><circle cx=""140"" cy=""130"" r=""2""/><circle cx=""180"" cy=""130"" r=""2""/><circle cx=""55"" cy=""100"" r=""2""/><circle cx=""55"" cy=""130"" r=""2""/><circle cx=""201"" cy=""100"" r=""2""/><circle cx=""201"" cy=""130"" r=""2""/></g></svg>",a misty morning over a tranquil lake surrounded by pine trees,0.2460974488353366
16,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""0"" width=""256"" height=""256"" fill=""turquoise""/><polygon points=""0,256 50,200 100,220 150,180 200,240 256,256"" fill=""black""/><path d=""M0,150 C50,120 100,140 150,110 C200,80 256,100 256,150 L256,256 L0,256 Z"" fill=""white"" opacity=""0.8""/></svg>",a crimson leather jacket with quilted stitching,0.33299319536614563
17,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><circle cx=""128"" cy=""128"" r=""120"" fill=""none"" stroke=""#A0A0A0"" stroke-width=""10"" opacity=""0.8""/><g opacity=""0.9""><circle cx=""100"" cy=""100"" r=""15"" fill=""silver""/><circle cx=""150"" cy=""90"" r=""12"" fill=""silver""/><circle cx=""120"" cy=""140"" r=""10"" fill=""silver""/><circle cx=""80"" cy=""160"" r=""8"" fill=""silver""/><circle cx=""160"" cy=""150"" r=""14"" fill=""silver""/><circle cx=""130"" cy=""180"" r=""9"" fill=""silver""/><circle cx=""90"" cy=""120"" r=""11"" fill=""silver""/><circle cx=""170"" cy=""110"" r=""13"" fill=""silver""/></g></svg>",a cluster of silver spheres suspended in a glass orb,0.4835385317586801
18,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect width=""256"" height=""256"" fill=""black""/><ellipse cx=""80"" cy=""100"" rx=""60"" ry=""40"" fill=""cobalt"" opacity=""0.8""/><ellipse cx=""140"" cy=""100"" rx=""60"" ry=""40"" fill=""cobalt"" opacity=""0.8""/><ellipse cx=""110"" cy=""150"" rx=""60"" ry=""40"" fill=""cobalt"" opacity=""0.8""/><ellipse cx=""170"" cy=""150"" rx=""60"" ry=""40"" fill=""cobalt"" opacity=""0.8""/></svg>",a field of lavender under a pale pink sky,0.11186094618602131
19,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""0"" width=""256"" height=""256"" fill=""#0077BE""/><path d=""M0,128 Q64,80 128,128 T256,128 V256 H0 Z"" fill=""#50C878""/><path d=""M0,160 Q64,112 128,160 T256,160 V256 H0 Z"" fill=""#50C878"" opacity=""0.8""/><path d=""M0,192 Q64,144 128,192 T256,192 V256 H0 Z"" fill=""#50C878"" opacity=""0.6""/><polygon points=""0,256 50,200 100,256"" fill=""#000000""/><polygon points=""100,256 150,220 200,256"" fill=""#000000""/><polygon points=""200,256 230,230 256,256"" fill=""#000000""/></svg>",a geometric arrangement of navy and mustard yellow parallelograms,0.48166538642094836
20,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""0"" width=""256"" height=""128"" fill=""#FADADD""/><rect x=""0"" y=""128"" width=""256"" height=""128"" fill=""#E6E6FA""/><g fill=""#967BB6""><circle cx=""40"" cy=""160"" r=""8""/><circle cx=""80"" cy=""180"" r=""8""/><circle cx=""120"" cy=""160"" r=""8""/><circle cx=""160"" cy=""180"" r=""8""/><circle cx=""200"" cy=""160"" r=""8""/><circle cx=""240"" cy=""180"" r=""8""/><circle cx=""60"" cy=""200"" r=""8""/><circle cx=""100"" cy=""220"" r=""8""/><circle cx=""140"" cy=""200"" r=""8""/><circle cx=""180"" cy=""220"" r=""8""/><circle cx=""220"" cy=""200"" r=""8""/></g></svg>",a navy blue velvet jacket with intricate silver embroidery,0.24357188861563403
21,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect width=""256"" height=""256"" fill=""black""/><g stroke=""gold"" stroke-width=""2""><line x1=""0"" y1=""128"" x2=""256"" y2=""128""/><line x1=""128"" y1=""0"" x2=""128"" y2=""256""/><line x1=""0"" y1=""0"" x2=""256"" y2=""256""/><line x1=""256"" y1=""0"" x2=""0"" y2=""256""/><circle cx=""128"" cy=""128"" r=""100"" fill=""none"" stroke=""gold""/></g><circle cx=""128"" cy=""128"" r=""50"" fill=""crimson""/></svg>",emerald green waves crashing against jagged black rocks,0.3200736188385329
22,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""50"" y=""30"" width=""156"" height=""196"" fill=""#333333""/><rect x=""50"" y=""120"" width=""156"" height=""10"" fill=""#555555""/><circle cx=""80"" cy=""125"" r=""5"" fill=""#CD7F32""/><circle cx=""176"" cy=""125"" r=""5"" fill=""#CD7F32""/><polygon points=""50,30 128,60 206,30"" fill=""#555555""/><rect x=""20"" y=""60"" width=""30"" height=""120"" fill=""#333333""/><rect x=""206"" y=""60"" width=""30"" height=""120"" fill=""#333333""/></svg>",a mosaic of turquoise and amber hexagons shimmering in the light,0.44997659403633433
23,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""navyGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient><linearGradient id=""mustardGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient></defs><g transform=""translate(50, 50)""><polygon points=""50,0 100,0 75,50 25,50"" fill=""url(#navyGradient)""/><polygon points=""100,0 150,0 125,50 75,50"" fill=""url(#mustardGradient)""/><polygon points=""75,50 125,50 100,100 50,100"" fill=""url(#navyGradient)""/><polygon points=""125,50 175,50 150,100 100,100"" fill=""url(#mustardGradient)""/></g></svg>",a charcoal gray trench coat with a belted waist and brass buckles,0.25647466966834187
24,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""80"" y=""50"" width=""96"" height=""150"" fill=""#DAA520""/><rect x=""80"" y=""50"" width=""96"" height=""10"" fill=""#B8860B""/><rect x=""80"" y=""180"" width=""96"" height=""10"" fill=""#B8860B""/><rect x=""80"" y=""190"" width=""96"" height=""10"" fill=""#DAA520""/><rect x=""80"" y=""60"" width=""40"" height=""140"" fill=""#DAA520""/><rect x=""136"" y=""60"" width=""40"" height=""140"" fill=""#DAA520""/><line x1=""80"" y1=""180"" x2=""176"" y2=""180"" stroke=""#B8860B"" stroke-width=""2""/><line x1=""80"" y1=""190"" x2=""176"" y2=""190"" stroke=""#B8860B"" stroke-width=""2""/></svg>",a field of lavender under a pale pink twilight sky,0.28749737750805643
25,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""50"" y=""30"" width=""156"" height=""196"" fill=""navy"" stroke=""black"" stroke-width=""2""/><g fill=""none"" stroke=""silver"" stroke-width=""2""><path d=""M60,50 Q70,40 80,50 T100,70""/><path d=""M60,90 Q70,80 80,90 T100,110""/><path d=""M60,130 Q70,120 80,130 T100,150""/><path d=""M60,170 Q70,160 80,170 T100,190""/><path d=""M196,50 Q186,40 176,50 T156,70""/><path d=""M196,90 Q186,80 176,90 T156,110""/><path d=""M196,130 Q186,120 176,130 T156,150""/><path d=""M196,170 Q186,160 176,170 T156,190""/><path d=""M128,50 Q138,60 128,70 T128,90""/><path d=""M128,110 Q138,120 128,130 T128,150""/><path d=""M128,170 Q138,180 128,190 T128,210""/></g></svg>",a crimson sphere suspended in a web of golden filaments,0.4151707680647659
26,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""0"" width=""256"" height=""128"" fill=""#FFD1DC""/><rect x=""0"" y=""128"" width=""256"" height=""128"" fill=""#E6E6FA""/><g fill=""#967BB6""><ellipse cx=""50"" cy=""150"" rx=""10"" ry=""20""/><ellipse cx=""70"" cy=""160"" rx=""10"" ry=""20""/><ellipse cx=""30"" cy=""170"" rx=""10"" ry=""20""/><ellipse cx=""128"" cy=""150"" rx=""10"" ry=""20""/><ellipse cx=""148"" cy=""160"" rx=""10"" ry=""20""/><ellipse cx=""108"" cy=""170"" rx=""10"" ry=""20""/><ellipse cx=""206"" cy=""150"" rx=""10"" ry=""20""/><ellipse cx=""226"" cy=""160"" rx=""10"" ry=""20""/><ellipse cx=""186"" cy=""170"" rx=""10"" ry=""20""/></g></svg>",a pair of mustard yellow corduroy trousers with rolled cuffs,0.3790363197649793
27,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""50"" y=""30"" width=""156"" height=""196"" fill=""#8B0000"" stroke=""#000"" stroke-width=""2""/><g fill=""none"" stroke=""#4B0000"" stroke-width=""2""><line x1=""50"" y1=""60"" x2=""206"" y2=""60""/><line x1=""50"" y1=""90"" x2=""206"" y2=""90""/><line x1=""50"" y1=""120"" x2=""206"" y2=""120""/><line x1=""50"" y1=""150"" x2=""206"" y2=""150""/><line x1=""50"" y1=""180"" x2=""206"" y2=""180""/><line x1=""50"" y1=""210"" x2=""206"" y2=""210""/><line x1=""80"" y1=""30"" x2=""80"" y2=""226""/><line x1=""110"" y1=""30"" x2=""110"" y2=""226""/><line x1=""140"" y1=""30"" x2=""140"" y2=""226""/><line x1=""170"" y1=""30"" x2=""170"" y2=""226""/><line x1=""200"" y1=""30"" x2=""200"" y2=""226""/></g><polygon points=""50,30 128,10 206,30"" fill=""#8B0000"" stroke=""#000"" stroke-width=""2""/><rect x=""20"" y=""60"" width=""30"" height=""136"" fill=""#8B0000"" stroke=""#000"" stroke-width=""2""/><rect x=""206"" y=""60"" width=""30"" height=""136"" fill=""#8B0000"" stroke=""#000"" stroke-width=""2""/></svg>",a misty forest with towering pine trees and a faint golden glow,0.3250072464162566
28,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""turquoiseGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient><linearGradient id=""amberGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient></defs><g transform=""translate(64, 64)""><polygon points=""0,-32 27.7,-16 27.7,16 0,32 -27.7,16 -27.7,-16"" fill=""url(#turquoiseGradient)""/><polygon points=""55.4,-16 83.1,0 83.1,32 55.4,48 27.7,32 27.7,0"" fill=""url(#amberGradient)""/><polygon points=""55.4,48 83.1,64 83.1,96 55.4,112 27.7,96 27.7,64"" fill=""url(#turquoiseGradient)""/><polygon points=""0,112 -27.7,96 -27.7,64 0,48 27.7,64 27.7,96"" fill=""url(#amberGradient)""/><polygon points=""-55.4,48 -83.1,64 -83.1,96 -55.4,112 -27.7,96 -27.7,64"" fill=""url(#turquoiseGradient)""/><polygon points=""-55.4,-16 -83.1,0 -83.1,32 -55.4,48 -27.7,32 -27.7,0"" fill=""url(#amberGradient)""/></g></svg>",a series of cobalt blue ellipses overlapping on a matte black background,0.3939434312824716
29,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""goldGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient></defs><rect x=""50"" y=""50"" width=""60"" height=""60"" fill=""#0047AB""/><rect x=""120"" y=""120"" width=""60"" height=""60"" fill=""#0047AB"" transform=""rotate(45, 150, 150)""/><circle cx=""180"" cy=""60"" r=""30"" fill=""url(#goldGradient)""/><circle cx=""60"" cy=""180"" r=""30"" fill=""url(#goldGradient)""/></svg>",a turquoise ocean wave crashing against jagged black rocks,0.41309626920033793
