id,svg
13,"<svg viewBox=""0 0 400 300"" width=""400"" height=""300""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#ff7b54""/><stop offset=""50%"" stop-color=""#ffb26b""/><stop offset=""100%"" stop-color=""#ffd56f""/></linearGradient><linearGradient id=""waterGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#4d80e4""/><stop offset=""100%"" stop-color=""#1a56db""/></linearGradient></defs><rect x=""0"" y=""0"" width=""400"" height=""300"" fill=""url(#skyGradient)""/><polygon points=""0,150 50,100 100,130 150,80 200,120 250,70 300,110 350,60 400,100 400,300 0,300"" fill=""#5d5d5d"" opacity=""0.7""/><polygon points=""0,180 30,120 80,150 120,90 180,140 220,80 280,130 330,70 400,120 400,300 0,300"" fill=""#3a3a3a""/><ellipse cx=""200"" cy=""280"" rx=""180"" ry=""40"" fill=""url(#waterGradient)""/><circle cx=""320"" cy=""80"" r=""30"" fill=""#ffef5e""/><path d=""M280,280 Q320,260 360,280"" stroke=""#ffef5e"" stroke-width=""3"" fill=""none"" opacity=""0.6""/></svg>"
14,"<svg viewBox=""0 0 400 300"" width=""400"" height=""300""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#ff9966""/><stop offset=""100%"" stop-color=""#ff5e62""/></linearGradient><linearGradient id=""lakeGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#5dade2""/><stop offset=""100%"" stop-color=""#2874a6""/></linearGradient></defs><rect x=""0"" y=""0"" width=""400"" height=""200"" fill=""url(#skyGradient)""/><circle cx=""300"" cy=""50"" r=""30"" fill=""#ffcc00""/><polygon points=""0,200 100,100 200,150 300,50 400,200"" fill=""#34495e"" opacity=""0.9""/><polygon points=""50,200 150,120 250,180 350,80 400,200"" fill=""#2c3e50"" opacity=""0.8""/><rect x=""0"" y=""200"" width=""400"" height=""100"" fill=""url(#lakeGradient)""/><polygon points=""300,200 300,220 280,230 260,225 240,230 220,220 200,225 180,215 160,220 140,210 120,215 100,205 80,210 60,200"" fill=""#3498db"" opacity=""0.6"" transform=""scale(1, -1) translate(0, -400)""/></svg>"
1,"<svg viewBox=""0 0 400 300"" width=""400"" height=""300""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FF7F50""/><stop offset=""50%"" stop-color=""#FF4500""/><stop offset=""100%"" stop-color=""#8B0000""/></linearGradient><linearGradient id=""oceanGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#1E90FF""/><stop offset=""100%"" stop-color=""#00008B""/></linearGradient></defs><rect x=""0"" y=""0"" width=""400"" height=""200"" fill=""url(#skyGradient)""/><circle cx=""200"" cy=""150"" r=""40"" fill=""#FFD700""/><rect x=""0"" y=""200"" width=""400"" height=""100"" fill=""url(#oceanGradient)""/><path d=""M0,220 Q50,210 100,220 T200,220 T300,220 T400,220"" fill=""none"" stroke=""#4169E1"" stroke-width=""2""/><path d=""M0,240 Q50,230 100,240 T200,240 T300,240 T400,240"" fill=""none"" stroke=""#4169E1"" stroke-width=""2""/><g transform=""translate(150, 180)""><polygon points=""30,0 0,20 60,20"" fill=""#111""/><polygon points=""10,20 50,20 40,40 20,40"" fill=""#222""/><line x1=""30"" y1=""0"" x2=""30"" y2=""40"" stroke=""#333"" stroke-width=""2""/></g><ellipse cx=""200"" cy=""200"" rx=""60"" ry=""15"" fill=""#FFD700"" opacity=""0.4""/></svg>"
6,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 200 200"" width=""200"" height=""200""><defs><linearGradient id=""skyGradient"" x1=""0%"" y1=""0%"" x2=""0%"" y2=""100%""><stop offset=""0%"" stop-color=""#87CEEB""/><stop offset=""100%"" stop-color=""#1E90FF""/></linearGradient><radialGradient id=""sunGradient"" cx=""50%"" cy=""50%"" r=""50%"" fx=""50%"" fy=""50%""><stop offset=""0%"" stop-color=""#FFD700""/><stop offset=""100%"" stop-color=""#FF8C00""/></radialGradient></defs><rect width=""200"" height=""200"" fill=""url(#skyGradient)""/><circle cx=""150"" cy=""50"" r=""30"" fill=""url(#sunGradient)""/><polygon points=""0,200 50,120 100,160 150,80 200,200"" fill=""#2E8B57""/><ellipse cx=""100"" cy=""180"" rx=""80"" ry=""20"" fill=""#4682B4"" opacity=""0.8""/><g fill=""#228B22""><rect x=""30"" y=""140"" width=""10"" height=""40"" fill=""#8B4513""/><polygon points=""20,140 50,140 35,100""/><polygon points=""25,120 45,120 35,90""/><rect x=""160"" y=""130"" width=""10"" height=""50"" fill=""#8B4513""/><polygon points=""150,130 180,130 165,90""/><polygon points=""155,110 175,110 165,80""/><polygon points=""158,95 172,95 165,70""/></g><g fill=""#FFFFFF"" opacity=""0.9""><ellipse cx=""50"" cy=""40"" rx=""20"" ry=""15""/><ellipse cx=""70"" cy=""40"" rx=""15"" ry=""10""/><ellipse cx=""30"" cy=""40"" rx=""10"" ry=""8""/><ellipse cx=""120"" cy=""30"" rx=""25"" ry=""12""/><ellipse cx=""140"" cy=""30"" rx=""15"" ry=""8""/></g></svg>"
2,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""grad1"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff7e5f""/><stop offset=""100%"" stop-color=""#feb47b""/></linearGradient><radialGradient id=""grad2"" cx=""50%"" cy=""50%"" r=""50%"" fx=""50%"" fy=""50%""><stop offset=""0%"" stop-color=""#4b6cb7""/><stop offset=""100%"" stop-color=""#182848""/></radialGradient></defs><rect x=""0"" y=""0"" width=""256"" height=""256"" fill=""url(#grad1)""/><g transform=""translate(128, 128)""><circle cx=""0"" cy=""0"" r=""80"" fill=""url(#grad2)"" stroke=""#ffffff"" stroke-width=""4""/><g transform=""rotate(45)""><rect x=""-40"" y=""-40"" width=""80"" height=""80"" fill=""#ffffff"" opacity=""0.8""/><polygon points=""-30,-30 30,-30 30,30 -30,30"" fill=""#e0f7fa"" opacity=""0.9""/></g><ellipse cx=""0"" cy=""-50"" rx=""15"" ry=""8"" fill=""#ffeb3b"" opacity=""0.9""/><ellipse cx=""0"" cy=""50"" rx=""15"" ry=""8"" fill=""#ffeb3b"" opacity=""0.9""/><ellipse cx=""-50"" cy=""0"" rx=""8"" ry=""15"" fill=""#ffeb3b"" opacity=""0.9""/><ellipse cx=""50"" cy=""0"" rx=""8"" ry=""15"" fill=""#ffeb3b"" opacity=""0.9""/></g><line x1=""20"" y1=""20"" x2=""236"" y2=""236"" stroke=""#ffffff"" stroke-width=""2"" opacity=""0.3""/><line x1=""236"" y1=""20"" x2=""20"" y2=""236"" stroke=""#ffffff"" stroke-width=""2"" opacity=""0.3""/></svg>"
11,"<svg viewBox=""0 0 200 200"" width=""200"" height=""200""><defs><linearGradient id=""gradient1"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff7e5f""/><stop offset=""100%"" stop-color=""#feb47b""/></linearGradient><linearGradient id=""gradient2"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#a1c4fd""/><stop offset=""100%"" stop-color=""#c2e9fb""/></linearGradient></defs><rect x=""0"" y=""0"" width=""200"" height=""200"" fill=""url(#gradient1)"" opacity=""0.8""/><g transform=""translate(100, 100)""><circle cx=""0"" cy=""0"" r=""80"" fill=""none"" stroke=""#ffffff"" stroke-width=""4"" opacity=""0.9""/><g transform=""rotate(45)""><rect x=""-40"" y=""-40"" width=""80"" height=""80"" fill=""url(#gradient2)"" stroke=""#ffffff"" stroke-width=""2"" opacity=""0.9""/></g><polygon points=""-20,-20 20,-20 0,20"" fill=""#ffffff"" opacity=""0.7"" transform=""rotate(30)""/><line x1=""-60"" y1=""0"" x2=""60"" y2=""0"" stroke=""#ffffff"" stroke-width=""2"" opacity=""0.6""/><line x1=""0"" y1=""-60"" x2=""0"" y2=""60"" stroke=""#ffffff"" stroke-width=""2"" opacity=""0.6""/></g><ellipse cx=""160"" cy=""40"" rx=""20"" ry=""10"" fill=""#ffffff"" opacity=""0.5""/></svg>"
22,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><circle cx=""128"" cy=""128"" r=""100"" fill=""#ff0000"" stroke=""#000000"" stroke-width=""2""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""#0000ff"" stroke=""#000000"" stroke-width=""2""/></svg>"
19,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""circleGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff0000""/><stop offset=""100%"" stop-color=""#cc0000""/></linearGradient><linearGradient id=""squareGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#0000ff""/><stop offset=""100%"" stop-color=""#0000cc""/></linearGradient></defs><circle cx=""128"" cy=""128"" r=""100"" fill=""url(#circleGradient)"" stroke=""#990000"" stroke-width=""4""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""url(#squareGradient)"" stroke=""#000099"" stroke-width=""3""/></svg>"
18,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""grad1"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff7e5f""/><stop offset=""100%"" stop-color=""#feb47b""/></linearGradient><radialGradient id=""grad2"" cx=""50%"" cy=""50%"" r=""50%"" fx=""50%"" fy=""50%""><stop offset=""0%"" stop-color=""#4b6cb7""/><stop offset=""100%"" stop-color=""#182848""/></radialGradient></defs><rect x=""0"" y=""0"" width=""256"" height=""256"" fill=""url(#grad1)""/><g transform=""translate(128, 128)""><circle cx=""0"" cy=""0"" r=""80"" fill=""none"" stroke=""#ffffff"" stroke-width=""8"" opacity=""0.8""/><circle cx=""0"" cy=""0"" r=""60"" fill=""none"" stroke=""#ffffff"" stroke-width=""4"" opacity=""0.6""/><polygon points=""-40,-40 40,-40 40,40 -40,40"" fill=""url(#grad2)"" stroke=""#ffffff"" stroke-width=""2""/><line x1=""-30"" y1=""0"" x2=""30"" y2=""0"" stroke=""#ffffff"" stroke-width=""3""/><line x1=""0"" y1=""-30"" x2=""0"" y2=""30"" stroke=""#ffffff"" stroke-width=""3""/><circle cx=""0"" cy=""0"" r=""10"" fill=""#ffffff"" opacity=""0.9""/></g></svg>"
20,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""circleGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff3333""/><stop offset=""100%"" stop-color=""#cc0000""/></linearGradient><linearGradient id=""squareGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#3333ff""/><stop offset=""100%"" stop-color=""#0000cc""/></linearGradient></defs><circle cx=""128"" cy=""128"" r=""100"" fill=""url(#circleGradient)"" stroke=""#990000"" stroke-width=""4""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""url(#squareGradient)"" stroke=""#000099"" stroke-width=""4""/></svg>"
25,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""circleGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff3333""/><stop offset=""100%"" stop-color=""#cc0000""/></linearGradient><linearGradient id=""squareGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#3333ff""/><stop offset=""100%"" stop-color=""#0000cc""/></linearGradient></defs><circle cx=""128"" cy=""128"" r=""100"" fill=""url(#circleGradient)"" stroke=""#990000"" stroke-width=""4""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""url(#squareGradient)"" stroke=""#000099"" stroke-width=""2""/></svg>"
23,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""circleGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff3333""/><stop offset=""100%"" stop-color=""#cc0000""/></linearGradient><linearGradient id=""squareGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#3333ff""/><stop offset=""100%"" stop-color=""#0000cc""/></linearGradient></defs><circle cx=""128"" cy=""128"" r=""100"" fill=""url(#circleGradient)"" stroke=""#990000"" stroke-width=""4""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""url(#squareGradient)"" stroke=""#000099"" stroke-width=""3"" rx=""5""/></svg>"
17,"<svg viewBox=""0 0 400 300"" width=""400"" height=""300""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FF6B6B""/><stop offset=""50%"" stop-color=""#FF8E53""/><stop offset=""100%"" stop-color=""#4B6CB7""/></linearGradient><linearGradient id=""oceanGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#4B6CB7""/><stop offset=""100%"" stop-color=""#182848""/></linearGradient></defs><rect x=""0"" y=""0"" width=""400"" height=""200"" fill=""url(#skyGradient)""/><circle cx=""200"" cy=""150"" r=""40"" fill=""#FFD166""/><rect x=""0"" y=""200"" width=""400"" height=""100"" fill=""url(#oceanGradient)""/><ellipse cx=""200"" cy=""200"" rx=""60"" ry=""20"" fill=""#FFD166"" opacity=""0.4""/><g fill=""#1A1A1A""><polygon points=""80,200 85,60 90,200""/><polygon points=""85,80 60,100 85,100 110,120 85,120 110,140""/><polygon points=""320,200 325,60 330,200""/><polygon points=""325,80 300,100 325,100 350,120 325,120 350,140""/></g><line x1=""0"" y1=""200"" x2=""400"" y2=""200"" stroke=""#182848"" stroke-width=""1""/></svg>"
21,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 200 200"" width=""200"" height=""200""><defs><linearGradient id=""skyGradient"" x1=""0%"" y1=""0%"" x2=""0%"" y2=""100%""><stop offset=""0%"" stop-color=""#87CEEB""/><stop offset=""100%"" stop-color=""#1E90FF""/></linearGradient><radialGradient id=""sunGradient"" cx=""50%"" cy=""50%"" r=""50%"" fx=""50%"" fy=""50%""><stop offset=""0%"" stop-color=""#FFD700""/><stop offset=""100%"" stop-color=""#FF8C00""/></radialGradient></defs><rect width=""200"" height=""200"" fill=""url(#skyGradient)""/><circle cx=""150"" cy=""50"" r=""30"" fill=""url(#sunGradient)""/><polygon points=""0,200 50,120 100,160 150,80 200,200"" fill=""#2E8B57""/><ellipse cx=""100"" cy=""180"" rx=""80"" ry=""20"" fill=""#4682B4"" opacity=""0.8""/><g fill=""#228B22""><polygon points=""30,140 40,100 50,140""/><polygon points=""60,150 70,110 80,150""/><polygon points=""120,150 130,110 140,150""/><polygon points=""160,140 170,100 180,140""/></g><g transform=""translate(70 160)""><polygon points=""0,10 30,10 20,0"" fill=""#8B4513""/><rect x=""10"" y=""10"" width=""10"" height=""5"" fill=""#A0522D""/></g></svg>"
26,"<svg viewBox=""0 0 800 500"" width=""800"" height=""500""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FF7F50""/><stop offset=""50%"" stop-color=""#FF4500""/><stop offset=""100%"" stop-color=""#8B0000""/></linearGradient><linearGradient id=""waterGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#1E90FF""/><stop offset=""100%"" stop-color=""#00008B""/></linearGradient></defs><rect x=""0"" y=""0"" width=""800"" height=""500"" fill=""url(#skyGradient)""/><polygon points=""0,300 200,100 400,250 600,50 800,350 800,500 0,500"" fill=""#2F4F4F"" opacity=""0.9""/><circle cx=""700"" cy=""100"" r=""50"" fill=""#FFD700""/><ellipse cx=""400"" cy=""450"" rx=""300"" ry=""50"" fill=""url(#waterGradient)""/><polygon points=""0,450 200,400 400,425 600,375 800,400 800,500 0,500"" fill=""#2F4F4F"" opacity=""0.3""/><ellipse cx=""300"" cy=""430"" rx=""40"" ry=""20"" fill=""#228B22""/></svg>"
24,"<svg viewBox=""0 0 800 600"" width=""800"" height=""600""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#ff7e5f""/><stop offset=""50%"" stop-color=""#feb47b""/><stop offset=""100%"" stop-color=""#6a11cb""/></linearGradient><linearGradient id=""waterGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#6a11cb"" stop-opacity=""0.8""/><stop offset=""100%"" stop-color=""#2575fc"" stop-opacity=""0.6""/></linearGradient></defs><rect x=""0"" y=""0"" width=""800"" height=""300"" fill=""url(#skyGradient)""/><circle cx=""400"" cy=""150"" r=""60"" fill=""#ffcc00""/><polygon points=""0,300 200,100 400,200 600,50 800,300"" fill=""#4b3832"" opacity=""0.9""/><polygon points=""0,300 150,150 300,200 500,100 800,300"" fill=""#3c2f2f"" opacity=""0.8""/><rect x=""0"" y=""300"" width=""800"" height=""300"" fill=""url(#waterGradient)""/><polygon points=""0,300 200,500 400,400 600,550 800,300"" fill=""#4b3832"" opacity=""0.3""/><polygon points=""0,300 150,450 300,400 500,500 800,300"" fill=""#3c2f2f"" opacity=""0.2""/><ellipse cx=""400"" cy=""300"" rx=""80"" ry=""20"" fill=""#ffcc00"" opacity=""0.4""/></svg>"
28,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""circleGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff3333""/><stop offset=""100%"" stop-color=""#cc0000""/></linearGradient><linearGradient id=""squareGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#3333ff""/><stop offset=""100%"" stop-color=""#0000cc""/></linearGradient></defs><circle cx=""128"" cy=""128"" r=""100"" fill=""url(#circleGradient)"" stroke=""#990000"" stroke-width=""4""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""url(#squareGradient)"" stroke=""#000099"" stroke-width=""3"" rx=""10""/></svg>"
33,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""circleGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff3333""/><stop offset=""100%"" stop-color=""#cc0000""/></linearGradient><linearGradient id=""squareGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#6666ff""/><stop offset=""100%"" stop-color=""#0000cc""/></linearGradient></defs><g transform=""translate(128, 128)""><circle cx=""0"" cy=""0"" r=""80"" fill=""url(#circleGradient)"" stroke=""#990000"" stroke-width=""4""/><rect x=""-50"" y=""-50"" width=""100"" height=""100"" fill=""url(#squareGradient)"" stroke=""#000099"" stroke-width=""4""/></g></svg>"
37,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""circleGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff3333""/><stop offset=""100%"" stop-color=""#cc0000""/></linearGradient><linearGradient id=""squareGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#3333ff""/><stop offset=""100%"" stop-color=""#0000cc""/></linearGradient></defs><circle cx=""128"" cy=""128"" r=""100"" fill=""url(#circleGradient)"" stroke=""#990000"" stroke-width=""4""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""url(#squareGradient)"" stroke=""#000099"" stroke-width=""3"" rx=""5""/></svg>"
38,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""circleGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff3333""/><stop offset=""100%"" stop-color=""#cc0000""/></linearGradient><linearGradient id=""squareGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#6666ff""/><stop offset=""100%"" stop-color=""#0000cc""/></linearGradient></defs><circle cx=""128"" cy=""128"" r=""100"" fill=""url(#circleGradient)"" stroke=""#990000"" stroke-width=""4""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""url(#squareGradient)"" stroke=""#000099"" stroke-width=""3"" rx=""5""/></svg>"
31,"<svg viewBox=""0 0 400 300"" width=""400"" height=""300""><defs><linearGradient id=""sky"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FF7F50""/><stop offset=""50%"" stop-color=""#FF4500""/><stop offset=""100%"" stop-color=""#8B0000""/></linearGradient><linearGradient id=""ocean"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#1E90FF""/><stop offset=""100%"" stop-color=""#00008B""/></linearGradient></defs><rect x=""0"" y=""0"" width=""400"" height=""200"" fill=""url(#sky)""/><circle cx=""200"" cy=""150"" r=""40"" fill=""#FFD700""/><rect x=""0"" y=""200"" width=""400"" height=""100"" fill=""url(#ocean)""/><g fill=""#000000""><rect x=""50"" y=""180"" width=""8"" height=""60"" fill=""#2F4F4F""/><polygon points=""30,180 78,180 54,140""/><polygon points=""40,160 68,160 54,130""/><rect x=""350"" y=""180"" width=""8"" height=""60"" fill=""#2F4F4F""/><polygon points=""330,180 378,180 354,140""/><polygon points=""340,160 368,160 354,130""/></g><ellipse cx=""200"" cy=""200"" rx=""60"" ry=""20"" fill=""#FFD700"" opacity=""0.3""/></svg>"
