id,svg
3,"<svg viewBox=""0 0 800 500"" width=""800"" height=""500""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#ff7e5f""/><stop offset=""50%"" stop-color=""#feb47b""/><stop offset=""100%"" stop-color=""#6a11cb""/></linearGradient><linearGradient id=""waterGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#6a11cb"" stop-opacity=""0.7""/><stop offset=""100%"" stop-color=""#2575fc"" stop-opacity=""0.9""/></linearGradient></defs><rect x=""0"" y=""0"" width=""800"" height=""500"" fill=""url(#skyGradient)""/><circle cx=""700"" cy=""100"" r=""50"" fill=""#f9d71c"" opacity=""0.9""/><polygon points=""0,500 200,200 400,300 600,100 800,500"" fill=""#3a1c71"" opacity=""0.8""/><polygon points=""0,500 150,250 350,350 650,150 800,500"" fill=""#2c3e50"" opacity=""0.9""/><ellipse cx=""400"" cy=""450"" rx=""300"" ry=""50"" fill=""url(#waterGradient)""/><polygon points=""200,450 250,430 350,440 450,435 550,445 600,450"" fill=""#ffffff"" opacity=""0.3""/></svg>"
4,"<svg viewBox=""0 0 800 500"" width=""800"" height=""500""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#ff7b25""/><stop offset=""50%"" stop-color=""#ff4e50""/><stop offset=""100%"" stop-color=""#3b2667""/></linearGradient><linearGradient id=""waterGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#3b2667"" stop-opacity=""0.8""/><stop offset=""100%"" stop-color=""#1a1a2e""/></linearGradient></defs><rect width=""800"" height=""500"" fill=""url(#skyGradient)""/><polygon points=""0,500 200,200 400,350 600,150 800,500"" fill=""#2d3436"" opacity=""0.9""/><polygon points=""0,500 150,300 300,400 500,200 800,500"" fill=""#1e272e"" opacity=""0.8""/><circle cx=""600"" cy=""100"" r=""50"" fill=""#fdcb6e""/><path d=""M0,400 Q200,350 400,400 Q600,450 800,400 L800,500 L0,500 Z"" fill=""url(#waterGradient)""/><path d=""M600,150 Q620,180 600,200 Q580,220 600,250 Q620,280 600,300"" stroke=""#fdcb6e"" stroke-width=""3"" fill=""none"" opacity=""0.6""/></svg>"
10,"<svg viewBox=""0 0 400 300"" width=""400"" height=""300""><defs><linearGradient id=""sky"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FF7F50""/><stop offset=""50%"" stop-color=""#FF4500""/><stop offset=""100%"" stop-color=""#8B0000""/></linearGradient><linearGradient id=""ocean"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#1E90FF""/><stop offset=""100%"" stop-color=""#000080""/></linearGradient></defs><rect x=""0"" y=""0"" width=""400"" height=""200"" fill=""url(#sky)""/><circle cx=""200"" cy=""150"" r=""40"" fill=""#FFD700""/><rect x=""0"" y=""200"" width=""400"" height=""100"" fill=""url(#ocean)""/><g fill=""#000000"" opacity=""0.8""><rect x=""50"" y=""180"" width=""10"" height=""60""/><polygon points=""30,180 80,180 55,130""/><polygon points=""35,160 75,160 55,120""/><rect x=""340"" y=""180"" width=""10"" height=""60""/><polygon points=""320,180 370,180 345,130""/><polygon points=""325,160 365,160 345,120""/></g><ellipse cx=""200"" cy=""200"" rx=""50"" ry=""15"" fill=""#FFD700"" opacity=""0.3""/></svg>"
14,"<svg viewBox=""0 0 800 600"" width=""800"" height=""600""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#ff7e5f""/><stop offset=""100%"" stop-color=""#feb47b""/></linearGradient><linearGradient id=""waterGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#feb47b""/><stop offset=""100%"" stop-color=""#2c3e50""/></linearGradient></defs><rect x=""0"" y=""0"" width=""800"" height=""300"" fill=""url(#skyGradient)""/><circle cx=""700"" cy=""100"" r=""50"" fill=""#ffcc00"" opacity=""0.9""/><polygon points=""0,300 200,100 400,300"" fill=""#5d4037""/><polygon points=""200,300 400,150 600,300"" fill=""#4e342e""/><polygon points=""400,300 600,200 800,300"" fill=""#3e2723""/><rect x=""0"" y=""300"" width=""800"" height=""300"" fill=""url(#waterGradient)""/><polygon points=""0,300 200,500 400,300"" fill=""#5d4037"" opacity=""0.3""/><polygon points=""200,300 400,450 600,300"" fill=""#4e342e"" opacity=""0.3""/><polygon points=""400,300 600,400 800,300"" fill=""#3e2723"" opacity=""0.3""/><ellipse cx=""700"" cy=""300"" rx=""60"" ry=""20"" fill=""#ffcc00"" opacity=""0.3""/></svg>"
8,"<svg viewBox=""0 0 400 300"" width=""400"" height=""300""><defs><linearGradient id=""sky"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FF6B6B""/><stop offset=""30%"" stop-color=""#FF8E53""/><stop offset=""60%"" stop-color=""#FFD166""/><stop offset=""100%"" stop-color=""#06AED5""/></linearGradient><linearGradient id=""ocean"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#1A5E7A""/><stop offset=""100%"" stop-color=""#073B4C""/></linearGradient></defs><rect x=""0"" y=""0"" width=""400"" height=""200"" fill=""url(#sky)""/><circle cx=""200"" cy=""150"" r=""40"" fill=""#FFD700""/><rect x=""0"" y=""200"" width=""400"" height=""100"" fill=""url(#ocean)""/><g fill=""#1A1A1A""><rect x=""50"" y=""180"" width=""10"" height=""80""/><polygon points=""30,180 80,180 55,140""/><polygon points=""40,150 70,150 55,120""/><polygon points=""45,130 65,130 55,110""/><rect x=""340"" y=""180"" width=""10"" height=""80""/><polygon points=""320,180 370,180 345,140""/><polygon points=""330,150 360,150 345,120""/><polygon points=""335,130 355,130 345,110""/></g><ellipse cx=""200"" cy=""210"" rx=""60"" ry=""15"" fill=""#FFD700"" opacity=""0.4""/></svg>"
1,"<svg viewBox=""0 0 400 300"" width=""400"" height=""300""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FF6B6B""/><stop offset=""50%"" stop-color=""#FF8E53""/><stop offset=""100%"" stop-color=""#4ECDC4""/></linearGradient><linearGradient id=""oceanGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#4ECDC4""/><stop offset=""100%"" stop-color=""#1A535C""/></linearGradient></defs><rect x=""0"" y=""0"" width=""400"" height=""200"" fill=""url(#skyGradient)""/><circle cx=""200"" cy=""100"" r=""40"" fill=""#FFE66D""/><rect x=""0"" y=""200"" width=""400"" height=""100"" fill=""url(#oceanGradient)""/><g fill=""#2D3436""><path d=""M150,220 Q200,240 250,220 L250,230 Q200,250 150,230 Z""/><polygon points=""200,220 200,150 240,220""/><rect x=""198"" y=""150"" width=""4"" height=""70""/></g><ellipse cx=""200"" cy=""200"" rx=""60"" ry=""20"" fill=""#FFE66D"" opacity=""0.3""/><line x1=""0"" y1=""200"" x2=""400"" y2=""200"" stroke=""#1A535C"" stroke-width=""1"" opacity=""0.5""/></svg>"
13,"<svg viewBox=""0 0 800 600"" width=""800"" height=""600""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#ff9966""/><stop offset=""50%"" stop-color=""#ff5e62""/><stop offset=""100%"" stop-color=""#8e2de2""/></linearGradient><linearGradient id=""waterGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#8e2de2""/><stop offset=""100%"" stop-color=""#4b00a0""/></linearGradient></defs><rect x=""0"" y=""0"" width=""800"" height=""300"" fill=""url(#skyGradient)""/><circle cx=""700"" cy=""100"" r=""50"" fill=""#ffcc00""/><polygon points=""0,300 200,100 400,300"" fill=""#4a2c2c""/><polygon points=""200,300 400,150 600,300"" fill=""#3a1c1c""/><polygon points=""400,300 600,200 800,300"" fill=""#2a0c0c""/><rect x=""0"" y=""300"" width=""800"" height=""300"" fill=""url(#waterGradient)"" opacity=""0.7""/><polygon points=""0,300 200,500 400,300"" fill=""#4a2c2c"" opacity=""0.4""/><polygon points=""200,300 400,450 600,300"" fill=""#3a1c1c"" opacity=""0.4""/><polygon points=""400,300 600,400 800,300"" fill=""#2a0c0c"" opacity=""0.4""/><ellipse cx=""700"" cy=""300"" rx=""50"" ry=""20"" fill=""#ffcc00"" opacity=""0.5""/></svg>"
18,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""circleGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff3333""/><stop offset=""100%"" stop-color=""#cc0000""/></linearGradient><linearGradient id=""squareGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#3333ff""/><stop offset=""100%"" stop-color=""#0000cc""/></linearGradient></defs><circle cx=""128"" cy=""128"" r=""100"" fill=""url(#circleGradient)"" stroke=""#990000"" stroke-width=""4""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""url(#squareGradient)"" stroke=""#000099"" stroke-width=""3"" rx=""5""/></svg>"
23,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><circle cx=""128"" cy=""128"" r=""100"" fill=""#ff0000"" stroke=""#000000"" stroke-width=""2""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""#0000ff"" stroke=""#000000"" stroke-width=""2""/></svg>"
24,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><circle cx=""128"" cy=""128"" r=""100"" fill=""#ff0000"" stroke=""#000000"" stroke-width=""2""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""#0000ff"" stroke=""#000000"" stroke-width=""2""/></svg>"
25,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><circle cx=""128"" cy=""128"" r=""100"" fill=""red"" stroke=""none""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""blue"" stroke=""none""/></svg>"
19,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""circleGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff3333""/><stop offset=""100%"" stop-color=""#cc0000""/></linearGradient><linearGradient id=""squareGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#3333ff""/><stop offset=""100%"" stop-color=""#0000cc""/></linearGradient></defs><g transform=""translate(128, 128)""><circle cx=""0"" cy=""0"" r=""80"" fill=""url(#circleGradient)"" stroke=""#990000"" stroke-width=""4""/><rect x=""-50"" y=""-50"" width=""100"" height=""100"" fill=""url(#squareGradient)"" stroke=""#000099"" stroke-width=""3"" rx=""8""/></g></svg>"
30,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><circle cx=""128"" cy=""128"" r=""60"" fill=""red""/><rect x=""98"" y=""98"" width=""60"" height=""60"" fill=""blue""/></svg>"
31,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><circle cx=""128"" cy=""128"" r=""60"" fill=""red""/><rect x=""98"" y=""98"" width=""60"" height=""60"" fill=""blue""/></svg>"
20,"<svg viewBox=""0 0 200 200"" width=""200"" height=""200""><defs><linearGradient id=""grad1"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#4a6fa5""/><stop offset=""100%"" stop-color=""#166088""/></linearGradient><radialGradient id=""grad2"" cx=""40%"" cy=""40%"" r=""50%"" fx=""40%"" fy=""40%""><stop offset=""0%"" stop-color=""#ff9a8b""/><stop offset=""100%"" stop-color=""#ff6b95""/></radialGradient></defs><rect x=""0"" y=""0"" width=""200"" height=""200"" fill=""url(#grad1)"" opacity=""0.9""/><g transform=""translate(100, 100)""><circle cx=""0"" cy=""0"" r=""50"" fill=""url(#grad2)"" stroke=""#ffffff"" stroke-width=""2""/><polygon points=""-30,-20 0,-40 30,-20 30,20 0,40 -30,20"" fill=""#ffffff"" stroke=""#4a6fa5"" stroke-width=""1.5"" opacity=""0.8""/><ellipse cx=""0"" cy=""-10"" rx=""15"" ry=""8"" fill=""#ffffff"" opacity=""0.7""/><line x1=""-40"" y1=""40"" x2=""40"" y2=""40"" stroke=""#ffffff"" stroke-width=""2"" stroke-dasharray=""5,3""/></g><polyline points=""20,20 50,50 80,30 110,70 140,40 170,80"" fill=""none"" stroke=""#ffffff"" stroke-width=""2"" opacity=""0.6""/></svg>"
22,"<svg viewBox=""0 0 800 500"" width=""800"" height=""500""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#ff9966""/><stop offset=""50%"" stop-color=""#ff5e62""/><stop offset=""100%"" stop-color=""#8e2de2""/></linearGradient><linearGradient id=""waterGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#1e90ff"" stop-opacity=""0.8""/><stop offset=""100%"" stop-color=""#00008b"" stop-opacity=""0.8""/></linearGradient></defs><rect x=""0"" y=""0"" width=""800"" height=""300"" fill=""url(#skyGradient)""/><circle cx=""700"" cy=""100"" r=""50"" fill=""#ffcc00""/><polygon points=""0,300 200,100 400,300"" fill=""#4b5320"" opacity=""0.8""/><polygon points=""200,300 400,150 600,300"" fill=""#3a5a40"" opacity=""0.8""/><polygon points=""400,300 600,200 800,300"" fill=""#2d3e50"" opacity=""0.8""/><ellipse cx=""400"" cy=""400"" rx=""350"" ry=""80"" fill=""url(#waterGradient)""/><polygon points=""200,300 400,150 600,300 600,400 200,400"" fill=""#1e90ff"" opacity=""0.3""/></svg>"
21,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 800 600"" width=""800"" height=""600""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FF6B6B""/><stop offset=""50%"" stop-color=""#FF8E53""/><stop offset=""100%"" stop-color=""#4ECDC4""/></linearGradient><linearGradient id=""waterGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#4ECDC4""/><stop offset=""100%"" stop-color=""#1A535C""/></linearGradient></defs><rect x=""0"" y=""0"" width=""800"" height=""300"" fill=""url(#skyGradient)""/><circle cx=""700"" cy=""100"" r=""50"" fill=""#FFE66D""/><polygon points=""0,300 200,100 400,300"" fill=""#556270""/><polygon points=""200,300 400,150 600,300"" fill=""#4ECDC4"" opacity=""0.8""/><polygon points=""400,300 600,200 800,300"" fill=""#1A535C""/><rect x=""0"" y=""300"" width=""800"" height=""300"" fill=""url(#waterGradient)""/><polygon points=""0,300 200,500 400,300"" fill=""#556270"" opacity=""0.3""/><polygon points=""200,300 400,450 600,300"" fill=""#4ECDC4"" opacity=""0.2""/><polygon points=""400,300 600,400 800,300"" fill=""#1A535C"" opacity=""0.3""/><ellipse cx=""700"" cy=""300"" rx=""60"" ry=""20"" fill=""#FFE66D"" opacity=""0.5""/></svg>"
37,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><circle cx=""128"" cy=""128"" r=""100"" fill=""#ff0000"" stroke=""#000000"" stroke-width=""2""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""#0000ff"" stroke=""#000000"" stroke-width=""2""/></svg>"
33,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""grad1"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff0000""/><stop offset=""100%"" stop-color=""#990000""/></linearGradient><linearGradient id=""grad2"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#0000ff""/><stop offset=""100%"" stop-color=""#000099""/></linearGradient></defs><circle cx=""128"" cy=""128"" r=""100"" fill=""url(#grad1)"" stroke=""#660000"" stroke-width=""4""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""url(#grad2)"" stroke=""#000066"" stroke-width=""4""/></svg>"
34,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""circleGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff0000""/><stop offset=""100%"" stop-color=""#cc0000""/></linearGradient><linearGradient id=""squareGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#0000ff""/><stop offset=""100%"" stop-color=""#0000cc""/></linearGradient></defs><circle cx=""128"" cy=""128"" r=""100"" fill=""url(#circleGradient)"" stroke=""#990000"" stroke-width=""4""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""url(#squareGradient)"" stroke=""#000099"" stroke-width=""3"" rx=""5""/></svg>"
26,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 200 200"" width=""200"" height=""200""><defs><linearGradient id=""gradient1"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff7e5f""/><stop offset=""100%"" stop-color=""#feb47b""/></linearGradient><radialGradient id=""gradient2"" cx=""50%"" cy=""50%"" r=""50%"" fx=""50%"" fy=""50%""><stop offset=""0%"" stop-color=""#4b6cb7""/><stop offset=""100%"" stop-color=""#182848""/></radialGradient></defs><rect x=""0"" y=""0"" width=""200"" height=""200"" fill=""url(#gradient1)""/><g transform=""translate(100, 100)""><circle cx=""0"" cy=""0"" r=""60"" fill=""url(#gradient2)"" stroke=""#ffffff"" stroke-width=""3""/><polygon points=""-30,-30 30,-30 0,30"" fill=""#ffffff"" opacity=""0.8"" transform=""rotate(30)""/><ellipse cx=""0"" cy=""-15"" rx=""15"" ry=""5"" fill=""#ffffff"" opacity=""0.7""/><ellipse cx=""0"" cy=""15"" rx=""15"" ry=""5"" fill=""#ffffff"" opacity=""0.7""/><line x1=""-40"" y1=""0"" x2=""40"" y2=""0"" stroke=""#ffffff"" stroke-width=""2"" opacity=""0.6""/><line x1=""0"" y1=""-40"" x2=""0"" y2=""40"" stroke=""#ffffff"" stroke-width=""2"" opacity=""0.6""/></g></svg>"
27,"<svg viewBox=""0 0 800 600"" width=""800"" height=""600""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#ff9966""/><stop offset=""50%"" stop-color=""#ff5e62""/><stop offset=""100%"" stop-color=""#8e2de2""/></linearGradient><linearGradient id=""waterGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#8e2de2"" stop-opacity=""0.6""/><stop offset=""100%"" stop-color=""#4b6cb7"" stop-opacity=""0.8""/></linearGradient></defs><rect x=""0"" y=""0"" width=""800"" height=""300"" fill=""url(#skyGradient)""/><circle cx=""700"" cy=""100"" r=""50"" fill=""#ffcc33""/><polygon points=""0,300 200,100 400,300"" fill=""#3a1c71""/><polygon points=""200,300 400,150 600,300"" fill=""#4b6cb7""/><polygon points=""400,300 600,200 800,300"" fill=""#1e3c72""/><rect x=""0"" y=""300"" width=""800"" height=""300"" fill=""url(#waterGradient)""/><polygon points=""0,300 200,500 400,300"" fill=""#3a1c71"" opacity=""0.4""/><polygon points=""200,300 400,450 600,300"" fill=""#4b6cb7"" opacity=""0.4""/><polygon points=""400,300 600,400 800,300"" fill=""#1e3c72"" opacity=""0.4""/><ellipse cx=""700"" cy=""300"" rx=""60"" ry=""20"" fill=""#ffcc33"" opacity=""0.5""/></svg>"
29,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""skyGradient"" x1=""0%"" y1=""0%"" x2=""0%"" y2=""100%""><stop offset=""0%"" stop-color=""#87CEEB""/><stop offset=""100%"" stop-color=""#1E90FF""/></linearGradient><radialGradient id=""sunGradient"" cx=""50%"" cy=""50%"" r=""50%"" fx=""50%"" fy=""50%""><stop offset=""0%"" stop-color=""#FFD700""/><stop offset=""100%"" stop-color=""#FF8C00""/></radialGradient></defs><rect width=""256"" height=""256"" fill=""url(#skyGradient)""/><circle cx=""64"" cy=""64"" r=""40"" fill=""url(#sunGradient)""/><g fill=""#FFFFFF"" opacity=""0.9""><ellipse cx=""180"" cy=""80"" rx=""30"" ry=""20""/><ellipse cx=""160"" cy=""80"" rx=""25"" ry=""15""/><ellipse cx=""200"" cy=""80"" rx=""25"" ry=""15""/><ellipse cx=""120"" cy=""120"" rx=""35"" ry=""20""/><ellipse cx=""100"" cy=""120"" rx=""25"" ry=""15""/><ellipse cx=""140"" cy=""120"" rx=""25"" ry=""15""/></g><g fill=""#2E8B57"" stroke=""#228B22"" stroke-width=""2""><polygon points=""0,256 80,150 160,256""/><polygon points=""96,256 176,120 256,256""/></g><ellipse cx=""128"" cy=""220"" rx=""100"" ry=""30"" fill=""#4682B4"" opacity=""0.7""/><ellipse cx=""128"" cy=""220"" rx=""60"" ry=""10"" fill=""#FFD700"" opacity=""0.4"" transform=""rotate(-10 128 220)""/></svg>"
